account_number,annual_income,household_size,years_post_high_school_ed,hours_per_week_watching_tv,age,gender,exceeded_credit_limit_in_past,annual_charges
5556724,90,3,0,55,28,Male,No,16933.94
9348482,54.8,3,1,25,54,Female,No,18379.52
987933,32.6,2,4,46,34,Female,No,3067.87
14553289,39,7,2,55,35,Female,No,15500.82
17746708,106.3,7,3,8,49,Female,No,19339.16
8797989,14.8,6,1,53,64,Female,No,5630.74
1394411,102.8,3,1,12,30,Male,No,24888.58
22260797,52.8,3,2,44,35,Female,No,14374.69
11114207,46.7,4,5,48,43,Female,No,1888.9
18492542,54.5,2,1,48,37,Male,No,8780.18
20386060,111.2,4,5,60,53,Female,No,18175.74
18707644,92.8,3,3,45,35,Female,No,17682.79
23045447,92.9,3,3,32,45,Male,No,7091.07
3251385,47.4,2,2,47,53,Female,No,7784.48
21338031,92.6,2,2,44,22,Male,No,9718.84
22423574,114.1,6,3,44,53,Female,No,24418.45
6095721,78.3,2,3,20,56,Male,Yes,8756.43
11865603,55.7,8,2,25,21,Male,No,16761.47
18861388,25.1,4,4,40,33,Female,No,11609.26
6792944,76.1,2,1,11,49,Male,No,18394.57
23827285,43.6,1,1,15,31,Male,No,3198.94
4887424,94.7,5,2,15,50,Male,No,11050.49
20219173,112,4,2,37,42,Male,No,19379.23
18585875,46.8,6,4,7,54,Male,No,2554.08
19699248,77.8,4,2,43,48,Female,No,22176.2
16923376,27,7,0,21,46,Male,Yes,9841.22
2946527,55,1,3,35,55,Male,No,6460.62
16035759,77.1,5,3,36,44,Female,No,13616.29
8304506,62.5,2,2,21,58,Male,No,5944.13
25436655,49,2,3,51,55,Male,No,0
17554563,106.4,7,2,41,36,Male,Yes,8420.07
2684271,13.5,7,1,58,51,Male,No,15683.71
4194198,52.7,2,2,9,43,Female,No,15944.98
5645850,42,7,3,43,38,Female,No,12078.35
5785111,66.1,4,2,4,48,Male,No,14737.41
18305788,79.7,6,1,40,49,Male,No,16241.73
29108805,80.1,5,3,23,42,Male,No,18658.06
1501636,93.7,7,4,35,57,Female,No,15012.01
18012520,55.6,6,2,57,46,Female,No,16871.71
1549552,64.5,3,3,39,41,Male,Yes,8502.02
769402,64.5,3,1,33,45,Male,No,1831.98
20257340,123.3,7,5,29,38,Female,No,15467.85
20955709,40.5,3,2,31,44,Female,No,9058.88
27159757,80.4,8,4,3,42,Female,No,23952.27
1635089,83,1,0,11,41,Male,No,8693.76
22348143,75.8,3,1,34,49,Male,No,12186.49
19445560,40.3,2,1,50,32,Female,No,0
12181946,87.3,2,2,33,45,Male,No,21262.11
26076590,53.9,4,2,10,43,Male,No,13355.92
24562554,68,5,1,3,37,Female,No,12930.41
5465759,54.7,8,2,13,41,Male,No,1942.98
15416541,96.9,8,1,45,47,Male,Yes,9869.54
2005156,86.1,2,1,33,51,Male,No,18937.82
9581382,104.1,1,4,48,37,Female,No,14694.75
18518134,36.7,6,4,58,36,Female,No,18052.68
520860,73.9,1,4,21,40,Female,No,228.58
22581119,91.2,7,4,26,55,Male,No,20726.92
14129690,102.2,1,3,50,55,Female,No,17835.99
5437678,27.2,1,1,3,58,Male,No,0
21995160,49.3,3,1,4,52,Female,No,0
18994749,68,3,3,55,25,Female,No,12130.48
26805536,59.2,2,4,3,44,Male,No,15297.43
20743009,10.8,5,1,31,30,Female,Yes,3660.32
14804851,43.4,2,0,1,29,Female,No,2923.13
7673663,51.5,2,2,2,51,Male,No,7578.27
13855748,43,3,5,24,49,Female,No,3899.29
19319143,92.4,3,5,53,42,Female,No,9254.13
21597537,84.8,7,3,53,49,Male,No,8495.89
15703246,35.8,3,1,6,50,Female,No,9505.28
10881636,56.4,7,0,56,59,Male,No,15939.03
2231774,83.4,4,4,40,65,Male,No,8744.84
2137056,53.3,4,4,4,31,Female,No,14559.58
23771660,27,3,3,3,35,Female,No,0
485224,92.3,1,2,53,39,Male,No,9617.03
13784696,76.6,3,2,50,36,Female,No,15520.85
2939362,83.4,7,4,41,58,Male,No,15454.28
18302141,88.5,5,3,49,66,Male,No,18953.18
16153288,79.8,1,1,21,47,Female,No,4904.91
8107621,47.5,6,2,54,33,Male,No,6708.44
2765053,61.7,1,2,34,33,Male,No,8831.68
486620,87.9,8,4,3,44,Female,No,17751.5
4628980,36.2,3,1,28,47,Male,No,12605.43
3273450,79.3,4,3,51,51,Male,No,8363.03
29284672,41.7,5,0,37,39,Female,No,16960.91
17029802,77,4,2,17,46,Male,No,18088.38
22488061,58.7,2,2,33,33,Male,No,3596.44
13672373,71.7,1,3,30,57,Female,Yes,10429.36
27181599,31,8,4,57,45,Male,Yes,3654.73
8287511,84.8,8,2,38,42,Female,No,19026.43
6482954,31.1,3,0,26,46,Female,No,8813.87
23205228,24.9,4,2,33,61,Male,No,10064.27
2841641,88.4,2,5,38,59,Male,No,10126.36
17779598,112.9,7,3,36,66,Male,No,23060.71
23006074,62.1,3,2,47,45,Female,Yes,5599.12
29479390,81.7,2,4,18,48,Male,No,7559.99
3029997,42.9,8,0,18,44,Female,No,14910.5
8706096,120.9,4,4,43,59,Female,No,14889.3
17567414,36.6,5,1,56,56,Male,Yes,4723.56
23372463,13.7,5,2,37,62,Female,No,9805.22
8197690,89,1,1,18,41,Male,No,18103.02
29977145,92.1,8,3,1,24,Male,No,16776.29
25316594,96.4,2,2,42,47,Female,No,18900.9
22359794,110.1,5,3,48,51,Female,No,21291.13
11993980,98.1,2,1,34,45,Female,No,20649.45
16543275,74,1,3,31,45,Female,No,11145.04
8601563,54.5,8,2,60,42,Female,No,12470.22
5593961,51.6,4,0,5,41,Female,No,8968.16
26682883,50.6,2,2,10,55,Male,No,9412.42
16464019,46.1,6,2,28,36,Female,Yes,2195.54
7055113,89.7,5,3,54,28,Female,No,16989.71
11532919,105,1,1,41,51,Male,No,21902.71
20257558,53.5,1,2,17,53,Male,No,10383.1
8079026,52.9,3,3,28,32,Male,No,7971.68
20895315,36.5,7,5,14,33,Male,No,12471.73
20275398,76.2,2,4,58,58,Female,No,11635.47
18880775,43.8,3,5,47,67,Male,No,4374.85
5624788,34.2,4,1,11,45,Female,No,3448.77
12777064,89.1,5,0,51,41,Male,No,17217.08
10647623,106.4,3,0,41,64,Female,No,19083.85
12402438,21.4,7,2,11,45,Male,No,10010.45
24052537,51.8,4,3,25,39,Male,No,16836.45
9416972,46.9,2,2,50,41,Male,No,16091.44
19010917,51.2,7,0,36,57,Male,No,12198.96
17872358,56,7,5,38,58,Male,No,11703.25
20376154,43.3,7,3,14,51,Male,Yes,2855.92
11474482,44.6,1,1,13,41,Female,No,17113.13
29241659,36.1,2,3,16,36,Female,No,11544.57
2524491,50.9,2,3,17,53,Female,No,16017.19
27648538,56.2,2,3,50,54,Female,No,12468.78
27948543,53.5,6,4,30,24,Male,No,11926.35
16273562,99.7,5,1,52,25,Female,No,14066.05
18715276,68.9,7,3,36,30,Female,No,12573.58
22602051,54.8,4,0,15,46,Female,No,2326.93
27583856,46.1,8,5,13,23,Female,No,0
19064843,55,6,2,23,50,Female,No,8550.09
29428933,55.1,3,2,53,44,Male,No,13850.63
16522582,25,5,2,23,38,Male,No,9119.78
2286290,82.9,6,3,2,68,Male,No,14726.4
6067537,86.6,1,3,24,35,Female,No,15394.08
9322878,119.8,4,0,55,38,Male,No,11007.84
25417702,74,1,5,20,46,Female,Yes,6790.11
12723349,106.9,2,3,24,50,Female,No,21423.65
26681920,18.9,2,3,53,46,Female,No,8174.54
12491727,103.2,3,2,32,55,Female,No,14747.91
9620012,114.1,6,0,54,43,Male,No,17206.93
6881766,83.1,3,2,50,55,Female,No,8919.1
24387589,39,7,0,45,37,Male,No,7504.38
9764649,37.8,7,4,53,39,Male,No,5128.79
10686641,63.9,6,4,43,47,Female,No,6591.96
17272338,35.8,3,4,7,32,Male,No,11822.32
1444480,61.4,2,2,56,45,Male,No,4349.5
24874145,38.7,2,5,38,49,Male,No,365.74
4303164,49,3,2,12,65,Male,No,3686.1
3408164,26.1,2,4,54,32,Male,No,1658.47
28220387,78.2,4,2,44,39,Male,No,21689.98
1747809,38.5,4,1,48,63,Male,No,2583.91
17172150,101,6,4,41,43,Male,No,9279.64
10491687,38.3,3,2,40,31,Male,Yes,11692.33
20118790,81.3,5,4,18,43,Female,No,15132.07
3665778,32.6,2,5,8,44,Male,No,0
5182499,67.2,5,1,38,27,Female,No,16499.41
6025856,45.7,4,1,47,46,Male,No,17919.01
17288214,36,8,0,10,60,Male,No,9013.83
14986747,62.1,8,3,39,28,Male,No,14880.06
17237151,79.8,5,4,57,47,Female,Yes,5964.43
20526796,50.1,5,2,31,25,Male,No,5067.8
4764306,34.3,2,2,54,45,Male,No,5594.16
21525087,27.8,1,2,45,42,Male,No,3389.73
7702043,47.7,6,2,5,31,Male,No,8611.49
8439091,68.7,4,4,49,48,Female,Yes,17636.15
26743826,25.9,3,2,59,55,Male,No,2258.23
12182859,56,2,3,27,19,Female,Yes,5356.45
15530977,14.5,5,0,0,54,Male,No,112.21
22040831,25,7,2,49,34,Female,No,9304.96
10360705,56.6,4,4,41,57,Male,Yes,14532.57
14859550,103.8,3,5,51,50,Male,No,6430.14
11395144,47.7,6,4,45,32,Male,No,415.05
12917146,109.5,5,2,25,52,Female,No,22602.71
20353521,120.7,6,1,14,47,Male,No,22786.17
17444450,73.3,4,4,14,44,Female,No,14192.82
1740243,74.3,6,3,41,35,Female,Yes,17207.52
5212609,114.8,6,5,52,39,Male,No,23702.79
14338350,53,8,5,23,38,Female,No,6372.21
4038482,100.8,3,4,26,51,Male,No,9000.45
27958995,100.7,1,0,48,34,Male,No,18988.38
4553540,74,4,4,12,28,Female,No,9882.25
17456680,37.2,3,4,44,50,Male,No,0
11991840,39,7,2,5,38,Female,No,4691.39
12074852,80.2,6,0,33,65,Female,No,9272.81
25248051,25,7,3,34,56,Female,No,16324.82
23397512,100.8,2,4,35,35,Female,No,22401.47
11822479,93.7,5,4,1,40,Male,No,7889.7
7358386,65.3,7,4,10,62,Male,No,10705.21
20587792,30.4,8,2,43,58,Male,No,6037.98
12776291,122.5,2,2,30,38,Female,No,21423.87
9232287,54.4,2,1,7,30,Male,No,7863.94
16572244,28,6,5,38,41,Female,No,6251.86
6113556,98.5,6,4,35,35,Female,No,12472.26
22280589,99.7,6,1,14,47,Male,No,16479.65
21753909,85.7,6,1,23,60,Female,Yes,18592.85
6596577,63.3,7,2,45,37,Male,No,13570.3
9367457,91.1,8,2,19,38,Female,No,15294.63
25418675,66.6,2,2,14,42,Male,No,15932.51
27519255,46.9,5,3,32,36,Male,No,5765.33
19104518,21.2,6,5,1,33,Male,No,12110.57
19162937,100,3,4,58,42,Male,No,21218.49
22057823,86.9,7,2,5,33,Female,No,19747.6
8394956,47,7,4,26,46,Female,No,3820.66
18363768,47,4,3,32,61,Female,No,3143.59
2348847,57.2,7,5,41,53,Female,No,2894.55
22844015,90.1,6,1,1,53,Female,No,8579.45
13810910,88.8,1,0,37,43,Female,No,13095.52
15446668,36.5,5,3,42,61,Male,No,4915.39
4542797,66.2,3,3,11,53,Female,No,11941.59
10076528,83.3,8,3,29,49,Female,No,24281.6
29889242,51.8,3,1,54,50,Female,No,18503.08
14639639,48.4,7,2,15,50,Female,No,7325.74
12469513,66.5,8,5,44,45,Female,No,16717.93
15411974,53.5,3,5,4,61,Male,No,13591.86
26533115,52.5,3,4,53,54,Female,Yes,7048.59
17563422,103.3,2,3,37,30,Male,No,10048.77
17254456,38.8,6,2,44,29,Male,No,10970.38
20331755,54.9,3,0,7,58,Male,No,3497.15
15585372,59.5,4,2,26,62,Female,No,9261.07
8482220,79.6,3,2,32,48,Male,No,4605.77
290354,42.1,5,1,13,57,Male,No,4945.14
18888885,24.6,4,2,41,47,Male,No,0
24208466,49.9,8,1,7,24,Female,No,7788.31
6121880,53.6,7,5,10,29,Male,No,5635.95
7312192,73.5,2,2,11,57,Male,No,859.3
3977101,84.4,7,2,37,25,Male,No,18149.15
5192839,101.1,2,0,15,52,Male,No,16446.92
5718609,80.2,4,3,20,60,Female,No,13365.81
19186363,106.5,5,0,19,41,Male,No,11342.77
29693683,36.8,2,4,23,33,Female,No,3707.82
26581753,63.8,2,4,3,66,Female,No,12611.53
22380147,76.5,5,4,50,30,Male,No,7270.69
6365097,37.5,6,5,37,32,Male,Yes,2852.21
19991807,46.7,4,5,4,31,Male,No,0
4516032,32.1,5,3,10,42,Male,No,3604.42
24424167,36.8,8,1,28,46,Female,No,13728.91
13224250,130.5,7,0,55,25,Male,No,15729.42
16663718,82.6,5,1,13,47,Male,No,20661.66
29261118,84.6,8,0,25,50,Female,No,22190.82
4445032,59.3,8,1,30,39,Male,No,15704.22
22671694,27.7,7,1,52,39,Male,No,11654.06
18146558,48.7,4,1,41,20,Female,No,15224.58
13506596,96.4,2,0,38,29,Male,No,6293.43
24560215,65.4,5,2,55,59,Male,No,10204.43
7517389,42.4,3,3,45,58,Female,Yes,15077.73
1548765,65,3,4,27,22,Female,No,5095.35
29854239,12.6,7,2,13,28,Male,No,10820.41
3423147,79.1,8,4,43,60,Male,No,5253.38
28678645,52.1,3,3,3,38,Female,No,11245.44
25127225,41.8,5,2,40,54,Male,No,7160.74
13729695,79.2,5,1,28,60,Male,No,18334.48
8371816,86.3,4,4,52,38,Female,No,3362.6
17903142,113.7,1,3,44,37,Male,No,15332.74
24371716,69.5,6,4,60,61,Male,No,13405.05
4763335,116.6,7,3,20,46,Male,No,17834.98
27249868,44.1,3,4,14,57,Female,No,4495.21
3987559,22.9,4,0,32,43,Male,No,11984.05
3139472,49.7,5,2,21,33,Male,No,10549.84
23971459,63.5,6,5,56,42,Male,No,12965.8
3376499,103.7,5,5,28,40,Female,No,20597.35
15711192,121.7,8,3,45,37,Male,No,12715.97
22985928,122.6,6,1,30,41,Male,No,22065.01
8504409,49.6,5,1,24,36,Male,No,13294.62
14466064,101,5,1,39,60,Male,No,6455.74
11041891,85.7,2,4,3,31,Female,No,3595.88
26631679,52,4,3,27,39,Male,No,18439.12
20910122,41.6,2,3,28,33,Female,No,7005.46
27414863,68.2,8,0,59,36,Female,Yes,13287.86
8131239,58,6,4,11,45,Male,No,4471.84
12339267,102,4,4,18,46,Female,Yes,14019.21
26246322,30.5,5,4,57,53,Female,Yes,11736.73
24743687,39.8,5,1,8,50,Female,Yes,0
22969464,44.1,3,2,13,42,Female,No,5553.72
18453938,41.7,5,3,45,39,Female,No,14046.63
3182590,33,6,3,26,59,Male,No,9610.38
18265688,54.3,5,4,20,54,Male,No,7448.74
6835512,97.6,7,5,26,28,Male,No,10666.04
15513866,69.6,6,0,33,40,Male,Yes,21511.59
11691287,112.2,5,0,60,54,Female,No,17662.52
24024406,25.3,2,3,20,64,Male,No,4893.93
12967617,65,4,4,10,51,Female,No,4992.84
9760971,31.5,4,1,9,31,Male,No,10294.88
5525312,53,8,2,33,66,Male,No,14104.65
12491876,56,1,3,44,61,Male,No,10963.34
29843099,114.3,3,2,52,60,Female,No,22435.32
3772223,47,5,0,29,52,Female,No,4080.17
23183818,58,4,3,11,44,Male,No,16105.75
18181891,45.7,3,5,10,54,Female,No,11106.02
81653,127.7,5,2,30,31,Female,No,26551.4
21635866,44.7,6,3,12,43,Male,No,8712.16
10410029,90.5,7,4,49,40,Male,Yes,15264.48
18435988,57.1,6,3,12,29,Male,Yes,18414.56
21497808,101.1,5,1,6,32,Male,Yes,6489.56
13827141,47,7,2,11,35,Male,No,7499.87
5224982,68,5,5,14,61,Female,No,8605.59
2778233,120.4,7,2,27,34,Female,No,15188.92
16566856,116.3,4,0,46,58,Male,Yes,28854.32
11386703,17.3,5,3,17,48,Male,No,0
22718605,100.6,3,2,14,38,Male,No,17999.21
7086208,51.7,6,0,2,42,Male,No,13935.26
28611063,80.1,1,4,28,42,Female,Yes,14935.28
2453938,92,1,5,44,27,Female,No,8575.9
17988699,107.9,6,2,24,43,Male,No,19557.03
3292291,121.3,3,3,56,43,Male,No,13087.56
12473438,77.7,5,3,24,29,Male,No,8303.52
1831693,47.7,8,4,12,34,Male,No,9007.92
27550837,73.6,2,3,42,53,Male,No,16837.29
4379959,95.9,6,4,44,37,Female,No,10431.54
17534788,92.5,7,3,34,66,Female,No,17886.1
25421645,55.6,3,1,30,45,Female,No,7631.81
16582512,60.6,3,1,59,32,Female,No,7019.67
3941905,29.8,7,2,2,61,Male,No,0
6394185,21,5,2,15,57,Female,No,9081.77
20137105,85,7,5,10,57,Male,No,18021.85
27249205,45.9,5,1,51,48,Male,No,12345.67
22804071,66.8,6,3,42,28,Female,No,12760.9
29009308,45,5,4,47,20,Male,No,701.27
18675666,88.1,6,2,12,52,Female,No,13591.12
23849569,97,4,1,53,57,Male,No,11739.43
20153285,120.9,5,3,36,40,Female,No,23240.64
9035208,69,6,2,6,50,Female,No,6096.7
29771727,17.8,4,0,23,40,Male,No,7921.76
2976574,36,3,0,51,50,Female,No,10393.5
8900440,118.4,7,1,15,34,Female,No,26186.57
10426397,101.7,4,2,8,43,Female,No,12659.5
12487849,85.5,5,3,7,24,Female,Yes,17089.7
14015677,49.5,3,4,35,47,Female,No,912.29
29761246,113.5,8,4,59,39,Male,No,24179.13
774590,34.2,3,4,25,48,Female,No,583.08
5085055,25.9,8,3,23,27,Male,No,10569.61
21931267,68.5,7,4,55,63,Male,No,14310.08
6333051,38.9,5,3,16,37,Male,No,3266.48
24688804,45.2,1,2,18,25,Male,No,11972.41
3685973,85.1,7,3,25,43,Female,No,7110.22
26468103,68.9,7,4,20,53,Male,No,7611.83
22418164,27.3,2,2,7,61,Male,No,11191.59
899634,45.1,3,3,20,55,Male,No,0
8751595,37.2,5,1,14,63,Female,No,0
20869356,28.7,8,1,16,40,Female,No,11347.71
27995175,54.3,7,5,44,47,Female,No,12986.63
16110455,96.9,5,1,26,66,Female,No,11948.69
1571125,38.6,4,2,51,45,Female,No,7.84
18402035,58.3,7,3,19,48,Female,No,9256.83
24352056,67.3,4,3,14,46,Male,No,7021.12
23462446,65.9,5,5,53,42,Male,No,21531.96
29117784,42.1,5,2,35,36,Male,Yes,6160.53
10482887,97.9,5,4,32,42,Female,No,7846.82
7628931,42.4,4,4,33,35,Female,No,4365.59
20807627,61.2,2,5,55,35,Female,No,7579.59
14576862,55.3,4,2,14,58,Female,Yes,8719.84
17691650,54.9,7,2,4,50,Female,No,16411.83
11287658,84.6,1,2,4,41,Male,No,10073.21
14861645,29.3,2,3,24,47,Male,No,12700.69
8692360,76,8,2,10,26,Male,No,15052.18
16541115,75.5,6,2,19,41,Male,No,19397.36
14777291,59.1,3,1,22,42,Male,No,6384.92
7932163,36.6,3,0,22,30,Male,No,4966.97
8579066,82.9,4,2,50,44,Female,Yes,17157.93
11233889,75.6,3,3,34,23,Male,No,5840.68
26595262,14.2,3,4,25,32,Female,No,8698.84
1227046,94.3,5,0,58,40,Female,No,19649.99
19182300,81.3,7,3,1,50,Female,No,12761.51
12578353,36.7,2,1,40,48,Female,No,8460.16
20924560,79.8,6,1,24,43,Male,No,13073.32
10369230,56.5,2,1,1,69,Male,No,4062.43
14515949,82,6,2,22,38,Male,Yes,9122.93
1611614,48.7,7,4,35,42,Male,No,17139.65
16445033,81.1,4,4,22,47,Male,Yes,12588.91
7466978,40.4,3,2,51,36,Female,No,6027.62
16917047,54.1,7,5,21,46,Male,No,5463.31
15491560,14.9,5,1,43,43,Female,No,0
1946590,22.9,3,1,4,40,Male,No,7516.51
23536748,19.7,5,5,14,46,Female,No,3438.1
28411041,45.9,3,4,20,29,Male,No,3518.68
1847767,65.3,1,1,47,53,Male,No,13359.97
18348390,79.1,2,0,48,25,Female,No,15681.25
10714172,42,3,4,49,50,Female,No,4493.89
29247210,96.1,4,1,29,44,Male,No,17877.38
14357387,92.4,3,1,31,34,Female,No,16918.12
17320355,46.2,5,4,31,50,Female,Yes,4733.04
9255168,49.8,3,0,21,48,Male,No,13819.34
28882979,93.1,5,4,30,29,Female,No,21797.42
2723202,49.3,5,2,15,44,Female,No,5604.44
724397,109,6,2,59,51,Female,Yes,13206.5
5170077,98.4,5,2,47,47,Female,No,13352.53
1476969,44.5,3,3,12,33,Male,No,5942.06
27496760,21.4,1,2,5,56,Female,No,1515.83
10281728,55.3,5,4,4,45,Female,No,13550.65
25819226,54.7,1,4,11,47,Female,No,8499.85
6984829,20.5,5,4,14,69,Male,No,4844.98
8096837,50.7,8,4,29,43,Female,No,8622.3
10672694,46.8,7,1,47,47,Female,No,2541.4
7771630,106.5,7,2,5,60,Male,No,18824.95
25442128,51.9,4,3,5,37,Male,No,3797.82
2542798,100.8,3,4,50,35,Male,No,20779.59
29279078,43.4,4,3,43,46,Male,No,5145.56
9465157,26,5,3,15,35,Male,No,0
13811935,29.9,6,1,28,46,Male,No,13035.72
10087200,87,7,0,14,56,Male,No,13464.78
25404588,48.9,4,3,31,50,Male,No,2271
14781031,90,4,3,9,40,Male,No,22204.45
1775897,47.1,1,2,4,49,Male,No,2180.44
26569168,89.9,6,3,16,35,Female,No,18924.61
17608210,50.3,7,3,51,65,Male,No,6882.36
18913428,69.6,4,4,18,25,Female,No,5664.3
20387292,28.6,7,4,1,24,Male,No,10186.61
12515530,49.5,4,4,14,30,Male,No,12520.16
19939330,31.3,2,1,44,41,Female,No,9931.7
27552002,39.8,5,1,39,56,Male,No,9280.05
25614164,58.8,7,4,8,32,Male,No,3048.14
6261850,103.4,3,3,20,51,Male,No,18946.46
15766791,110.6,6,5,29,28,Female,No,17208.07
28016237,53.2,5,4,47,42,Male,No,13043.24
8517534,66.7,7,3,39,55,Female,No,8630.79
1480936,63.6,6,2,29,45,Male,No,6151.42
22570276,105.7,3,4,20,47,Male,No,22969.7
1644590,47.1,6,2,31,42,Male,Yes,8046.89
1004419,82.9,6,0,48,30,Male,No,19724.06
12779813,58.2,7,5,41,36,Female,No,5229.71
12103683,48.6,5,0,49,34,Male,No,2239.31
29595513,90.1,8,3,18,49,Female,Yes,20354.18
12480221,42.1,1,4,31,59,Female,No,2089.4
15024559,23.3,1,2,1,54,Female,No,1053.16
28847971,25.5,3,0,41,26,Male,No,419.72
8523735,65.1,4,4,29,39,Female,No,12269.6
7263754,46.1,2,4,27,61,Female,No,6200.35
24637206,61.6,3,1,1,44,Female,No,15143.75
29406818,90.3,2,3,30,37,Female,No,6588.56
9092631,62.8,2,2,51,37,Female,No,9704.73
4817731,121.3,3,1,21,43,Female,Yes,10065.81
4636689,46,2,4,39,65,Female,Yes,9121.16
28605029,25.1,7,2,6,45,Male,No,9071.58
493999,80.5,4,2,56,32,Male,No,15243.68
8175440,25.2,1,5,22,46,Female,No,0
27507468,55.7,4,4,59,47,Female,No,19979.19
8299167,60.5,1,4,37,55,Female,No,11140.23
6770819,112,1,1,18,57,Female,No,24174.34
6802884,41.6,4,1,31,40,Female,No,3285.3
27174270,77.7,4,5,11,35,Female,No,6513.52
4205791,72.4,3,4,20,30,Male,No,18109.45
1589899,52.6,2,4,16,49,Male,No,0
28619865,91.2,2,2,33,39,Male,No,12501.16
24869486,38.7,4,4,58,56,Female,No,3344.68
10568459,115.1,1,0,31,55,Female,No,17009.18
17354763,124.9,6,4,10,31,Male,No,23720.77
25902672,53.2,4,2,33,25,Female,No,0
11274023,96,5,1,10,51,Male,No,16125.94
1925182,81.4,1,0,5,44,Female,No,5590.32
27454888,95.2,3,5,9,49,Female,No,9047.35
16731272,119.1,4,3,19,37,Female,No,9187.42
4646642,45.3,3,4,12,20,Female,No,2415.89
1600119,111.4,1,1,36,44,Female,No,14004.56
17486217,79.7,5,4,10,39,Female,No,4108.36
11924218,46.5,5,5,51,46,Male,No,12991.75
6199330,23.5,2,3,14,48,Male,No,2909.68
7020140,19.7,3,4,45,40,Male,Yes,8619.87
179868,30.6,8,3,58,35,Female,No,4535.05
4820763,79,6,1,0,62,Male,No,15216.51
19961613,40.2,2,1,38,41,Male,No,1007.83
26389310,90,4,4,55,36,Male,No,16717.84
7275387,102.8,2,2,29,56,Male,No,14154.35
1682585,28.6,6,3,48,55,Male,No,5567.03
22289298,73.5,4,4,5,42,Male,No,16072.12
13455474,72.2,8,5,57,20,Male,No,14369.49
19897304,41.1,1,0,54,50,Male,No,7295.49
5619801,36,6,2,41,45,Male,Yes,16488.61
26682275,25.1,5,3,12,52,Male,Yes,0
17496520,42.7,7,2,9,54,Female,No,3686.67
5053637,27,6,3,22,44,Female,No,3404.16
13330065,60.7,7,2,54,41,Female,No,15700.42
3903967,95,6,1,27,44,Female,No,23628.4
29604442,46.5,1,1,20,41,Female,No,5126.62
24598275,77.7,6,4,22,41,Male,No,2256.9
27802660,24.1,6,1,32,41,Female,No,5586.6
4294069,85.2,3,1,57,37,Male,No,8686.68
26472718,96.4,3,2,39,62,Male,No,10138.61
10024396,35,4,2,45,26,Male,No,9593.84
11767224,114.6,6,4,17,45,Male,No,12200.86
22783420,55.5,7,0,46,33,Male,No,8037.09
9208196,77.3,2,3,57,36,Female,No,18188.2
29303632,54.1,3,2,2,65,Male,No,6489.42
17582025,81.6,5,4,4,64,Male,No,15131.91
17240039,109.9,7,2,37,56,Female,No,14617.73
368071,46.9,4,4,10,52,Female,No,2530.86
1802168,70.9,3,3,18,50,Male,No,4741.8
9437010,36.2,2,4,46,41,Female,No,8816.02
29516644,70.3,3,1,34,37,Female,No,10216.1
11084097,45,1,2,21,29,Male,No,0
8595705,35.3,6,4,50,51,Female,No,13210.79
12376752,29.9,3,1,33,37,Male,No,0
24140435,53.7,2,4,13,60,Female,No,6745.83
6152467,100.7,3,4,57,30,Female,No,4286.57
9488391,57.1,7,2,48,64,Female,No,10221.33
23857939,57.4,8,0,47,49,Female,No,11157.7
22513747,71.8,2,3,53,54,Male,No,16404.03
26006517,52.6,3,3,27,49,Male,No,7467.19
16461485,49.9,6,0,7,44,Female,No,13427.66
20974483,102.5,4,1,59,29,Female,No,10105.67
8347596,65.7,5,4,54,45,Male,No,6912.36
18937641,75.5,3,4,56,63,Female,Yes,10095.18
25129930,84.7,3,3,2,55,Male,No,21451.88
1187934,53.1,8,1,4,41,Male,No,16543.57
27430727,40.1,2,4,46,42,Male,No,9258.48
17592204,124.7,4,3,34,45,Female,No,12548.33
12631802,31.9,5,1,41,58,Female,No,11688.84
29682055,65,2,4,4,49,Male,No,11920.01
20138109,106.3,6,4,37,32,Male,Yes,12156.38
6849715,21.9,7,1,9,48,Male,No,3311.37
14854614,102.4,4,1,4,59,Male,Yes,15020.72
21913435,93.6,4,3,41,36,Female,No,7726.96
9160537,62.4,6,3,16,50,Female,No,6603.14
23675749,46.6,1,1,27,49,Male,No,8875.96
7218488,33.6,6,2,49,48,Male,No,7629.31
16420440,15.3,7,4,26,46,Male,No,3832
23282028,62.3,5,1,3,42,Female,No,18774.95
17151703,86,6,5,40,41,Male,No,6760.03
2871911,111.7,3,1,18,27,Male,No,19073.81
20070013,71.7,4,2,42,23,Female,No,20795.71
11602351,98.8,3,3,17,32,Female,No,21469.09
2728166,94.7,1,2,13,45,Male,No,7101.04
19992254,32.5,5,4,14,51,Male,No,3050.51
21537815,88.5,8,2,19,61,Male,No,13201.27
252903,78.1,7,1,9,41,Male,No,22052.64
6781395,24.4,5,4,52,24,Female,No,9333.2
8981626,60.2,5,2,18,36,Female,No,1669.92
21322894,106.4,3,2,31,42,Female,Yes,10994.51
22159585,45.1,2,4,4,62,Male,No,3136.05
28482875,89.7,3,1,56,48,Male,No,12162.03
26806830,111.8,2,0,30,33,Male,No,16455.55
14772993,52.1,7,2,12,30,Female,No,2976.21
20080439,51.4,4,3,23,39,Female,No,5429.4
17448184,59.3,6,5,20,31,Male,No,11254.41
17353164,12.9,8,0,20,39,Female,No,8058.11
8249612,49.1,3,3,41,58,Male,No,4228.77
3140499,43.1,4,2,50,31,Male,Yes,6598.41
1038574,31.6,6,4,39,38,Male,No,14526.79
